Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0,Season,Team_Scraping
James Norwood,eng ENG,FW,28,30,23,2006.0,22.3,11.0,3.0,14.0,8.0,3.0,4.0,6.0,0.0,0.49,0.13,0.63,0.36,0.49,Matches,2019-2020,Ipswich Town
Jon Nolan,eng ENG,MF,27,24,18,1742.0,19.4,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,2019-2020,Ipswich Town
Will Norris,eng ENG,GK,25,18,18,1620.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Ipswich Town
Will Keane,ie IRL,FW,26,27,17,1528.0,17.0,4.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.24,0.06,0.29,0.24,0.29,Matches,2019-2020,Ipswich Town
Janoi Donacien,lc LCA,"DF,MF",25,16,15,1308.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Ipswich Town
Emyr Huws,wls WAL,MF,25,21,15,1289.0,14.3,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,2019-2020,Ipswich Town
Myles Kenlock,eng ENG,"DF,MF",22,12,11,1064.0,11.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches,2019-2020,Ipswich Town
Andre Dozzell,eng ENG,MF,20,14,12,966.0,10.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,2019-2020,Ipswich Town
Danny Rowe,eng ENG,"MF,FW",27,17,10,869.0,9.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,2019-2020,Ipswich Town
Kane Vincent-Young,gd GRN,"DF,MF",23,9,9,733.0,8.1,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,Matches,2019-2020,Ipswich Town
Josh Earl,eng ENG,"DF,MF",20,7,5,480.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Ipswich Town
Aristote Nsiala,cd COD,DF,27,6,6,442.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Ipswich Town
Anthony Georgiou,cy CYP,"DF,MF",22,12,2,411.0,4.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,2019-2020,Ipswich Town
Freddie Sears,eng ENG,"MF,FW",29,11,2,336.0,3.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.27,0.0,0.27,0.27,0.27,Matches,2019-2020,Ipswich Town
Teddy Bishop,eng ENG,"MF,FW",23,9,2,247.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Ipswich Town
Armando Dobra,al ALB,MF,18,5,2,235.0,2.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.38,0.0,0.38,0.38,0.38,Matches,2019-2020,Ipswich Town
Brett McGavin,eng ENG,MF,19,2,2,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Ipswich Town
Jordan Roberts,eng ENG,"FW,MF",25,2,1,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Ipswich Town
Bailey Clements,eng ENG,DF,18,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Ipswich Town
Josh Emmanuel,eng ENG,DF,21,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Ipswich Town
Idris El Mizouni,tn TUN,FW,18,4,1,88.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.02,0.0,1.02,Matches,2019-2020,Ipswich Town
Tyreece Simpson,eng ENG,FW,17,3,0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Ipswich Town
Barry Cotter,ie IRL,DF,20,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Ipswich Town
Thomas Hughes,eng ENG,FW,18,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Ipswich Town
Ben Morris,eng ENG,FW,20,0,0,,,,,,,,,,,,,,,,Matches,2019-2020,Ipswich Town
Adam Przybek,wls WAL,GK,19,0,0,,,,,,,,,,,,,,,,Matches,2019-2020,Ipswich Town
