MatchStatID,ClubID,OpponentClubID,SeasonID,CapitainPlayerID,DateID,MatchProfileID,Venue,GoalsFor,GoalsAgainst,Result,ExpectedGoals,ExpectedGoalsAllowed,Possession,Attendance,Formation,OpponentFormation,Referee
12091,297,242,2020/21,34799,2020-11-08,1039,Away,2.0,2.0,Draw,1.60000002384186,3.5,34.0,-1.0,3-4-3,4-2-3-1,Marco Guida
12092,347,242,2024/25,37942,2025-05-05,1032,Home,1.0,2.0,Lost,0.600000023841858,1.0,40.0,32081.0,4-2-3-1,3-4-3,Giuseppe Collu
12093,223,242,2018/19,38888,2019-03-17,1024,Away,3.0,2.0,Won,2.59999990463257,0.899999976158142,45.0,77749.0,4-3-3,4-3-3,Marco Guida
12094,334,242,2024/25,35336,2024-09-27,1038,Away,0.0,3.0,Lost,0.5,1.60000002384186,43.0,71103.0,4-3-3,4-2-3-1,Luca Zufferli
12095,356,243,2024/25,36620,2025-02-01,898,Away,2.0,4.0,Lost,1.20000004768372,2.59999990463257,43.0,53363.0,5-4-1,4-2-3-1,Abdelatif Kherradji
12096,338,243,2022/23,34327,2022-11-06,891,Home,0.0,2.0,Lost,0.699999988079071,2.40000009536743,48.0,23005.0,4-3-3,4-2-3-1,Benoît Millot
12097,245,243,2023/24,38432,2023-08-25,908,Home,3.0,3.0,Draw,1.0,3.29999995231628,35.0,28429.0,3-4-3,3-4-3,Jérémie Pignard
12098,293,243,2024/25,34329,2025-04-05,906,Home,2.0,1.0,Won,1.0,1.5,41.0,14713.0,4-3-3,4-4-2,Thomas Léonard
12099,186,243,2020/21,36004,2021-04-25,913,Home,0.0,1.0,Lost,0.100000001490116,1.60000002384186,42.0,-1.0,5-3-2,4-4-2,Hakim Ben El Hadj Salem
12100,264,243,2023/24,35527,2024-03-10,903,Home,0.0,1.0,Lost,0.400000005960464,1.29999995231628,34.0,25391.0,3-4-3,4-4-2,Clément Turpin
12101,251,243,2018/19,37521,2019-04-21,912,Home,3.0,1.0,Won,2.40000009536743,1.0,63.0,43581.0,3-4-3,4-4-1-1,Clément Turpin
12102,293,243,2020/21,36245,2020-10-04,920,Home,1.0,0.0,Won,0.600000023841858,1.20000004768372,29.0,-1.0,4-2-3-1,4-3-3,Johan Hamel
12103,186,243,2018/19,34504,2018-09-25,921,Away,1.0,0.0,Won,0.5,0.600000023841858,34.0,5502.0,4-1-4-1,4-2-3-1,Willy Delajod
12104,338,243,2022/23,37729,2023-06-03,917,Away,2.0,1.0,Won,2.59999990463257,2.20000004768372,43.0,5670.0,5-4-1,4-2-3-1,Stéphanie Frappart
12105,289,243,2020/21,39811,2021-05-09,915,Home,0.0,1.0,Lost,0.400000005960464,0.899999976158142,40.0,-1.0,4-1-4-1,3-4-3,Antony Gautier
12106,293,243,2020/21,35789,2021-02-28,905,Away,0.0,2.0,Lost,0.600000023841858,2.20000004768372,37.0,-1.0,4-4-1-1,3-4-3,Jérémie Pignard
12107,355,243,2024/25,35854,2025-03-15,904,Home,0.0,2.0,Lost,0.5,2.0,44.0,11116.0,4-2-3-1,4-2-3-1,Willy Delajod
12108,338,243,2023/24,39590,2024-02-18,900,Away,2.0,1.0,Won,1.39999997615814,1.70000004768372,35.0,4702.0,3-4-3,4-3-3,Benoît Bastien
12109,248,243,2017/18,34780,2018-01-09,711,Home,1.0,2.0,Lost,-1.0,-1.0,-1.0,19686.0,4-3-3,4-2-3-1,Clément Turpin
12110,241,243,2021/22,34967,2022-03-06,905,Home,0.0,1.0,Lost,0.699999988079071,0.800000011920929,67.0,56510.0,4-2-3-1,4-4-2,Antony Gautier
12111,293,243,2022/23,34329,2023-01-01,894,Away,0.0,1.0,Lost,0.800000011920929,1.39999997615814,49.0,6150.0,4-3-3,4-4-2,Jeremy Stinat
12112,338,243,2024/25,39590,2024-12-07,891,Away,0.0,2.0,Lost,0.5,3.20000004768372,42.0,6868.0,3-4-3,4-2-3-1,Stéphanie Frappart
12113,289,243,2024/25,35163,2024-12-14,892,Home,0.0,0.0,Draw,1.5,1.29999995231628,36.0,15859.0,4-2-3-1,3-4-3,Romain Lissorgue
12114,310,243,2022/23,38993,2023-04-22,911,Home,3.0,0.0,Won,2.29999995231628,1.60000002384186,62.0,38223.0,3-4-3,4-2-3-1,François Letexier
12115,186,243,2019/20,36004,2019-12-14,895,Home,0.0,0.0,Draw,1.10000002384186,0.400000005960464,34.0,9959.0,4-1-4-1,4-3-3,Hakim Ben El Hadj Salem
12116,338,243,2023/24,38588,2023-12-20,894,Home,1.0,2.0,Lost,1.39999997615814,1.89999997615814,55.0,23881.0,4-2-3-1,3-5-2,Jérôme Brisard
12117,289,243,2021/22,39688,2022-02-27,904,Away,2.0,1.0,Won,1.39999997615814,1.20000004768372,31.0,3982.0,3-5-1-1,4-1-4-1,Benoît Millot
12118,234,243,2021/22,36527,2022-05-06,915,Home,1.0,2.0,Lost,1.0,0.300000011920929,52.0,39088.0,4-4-2,4-2-3-1,François Letexier
12119,293,243,2023/24,34329,2023-11-05,888,Away,0.0,2.0,Lost,0.800000011920929,0.800000011920929,54.0,9244.0,4-3-3,3-4-3,Eric Wattellier
12120,268,243,2018/19,37710,2018-09-15,919,Home,1.0,1.0,Draw,1.60000002384186,0.600000023841858,54.0,16689.0,4-2-3-1,4-1-4-1,Ruddy Buquet
12121,251,243,2018/19,39312,2018-11-11,890,Away,4.0,0.0,Won,3.59999990463257,1.39999997615814,66.0,12533.0,3-4-3,4-2-3-1,Ruddy Buquet
12122,234,243,2017/18,35890,2017-09-22,921,Home,0.0,4.0,Lost,1.20000004768372,2.70000004768372,62.0,34146.0,5-4-1,4-4-2,Franck Schneider
12123,356,243,2024/25,36620,2024-09-14,918,Home,0.0,3.0,Lost,0.600000023841858,3.40000009536743,41.0,17045.0,3-4-3,4-2-3-1,Abdelatif Kherradji
12124,264,243,2021/22,34965,2022-03-13,906,Home,1.0,0.0,Won,0.800000011920929,0.800000011920929,45.0,25231.0,5-3-2,4-2-3-1,Eric Wattellier
12125,248,243,2023/24,34780,2023-09-22,920,Away,1.0,0.0,Won,0.899999976158142,1.79999995231628,45.0,10075.0,4-3-3,3-4-3,Benoît Millot
12126,236,243,2019/20,36183,2019-08-09,886,Away,3.0,0.0,Won,0.800000011920929,0.600000023841858,61.0,10000.0,4-3-3,4-2-3-1,Ruddy Buquet
12127,186,243,2022/23,38508,2022-10-30,890,Away,0.0,2.0,Lost,0.600000023841858,1.79999995231628,48.0,7069.0,5-3-2,3-4-1-2,Stéphanie Frappart
12128,268,243,2018/19,37710,2019-02-02,901,Away,1.0,2.0,Lost,0.899999976158142,1.20000004768372,48.0,5896.0,4-3-3,4-2-3-1,Mikael Lesage
12129,251,243,2024/25,37521,2025-02-07,899,Home,4.0,1.0,Won,3.09999990463257,0.899999976158142,63.0,47926.0,4-3-3,4-4-2,Clément Turpin
12130,241,243,2017/18,38751,2017-08-27,918,Away,1.0,6.0,Lost,1.5,3.79999995231628,54.0,16353.0,5-4-1,4-4-2,Ruddy Buquet
12131,293,243,2021/22,34329,2021-10-31,889,Home,2.0,0.0,Won,1.29999995231628,0.400000005960464,34.0,12463.0,4-2-3-1,4-4-2,Johan Hamel
12132,268,243,2017/18,34556,2017-08-04,886,Away,2.0,3.0,Lost,0.300000011920929,2.0,30.0,13572.0,4-3-3,4-4-2,Clément Turpin
12133,251,243,2024/25,37521,2025-01-05,1096,Neutral,1.0,0.0,Won,-1.0,-1.0,60.0,39682.0,4-3-3,4-2-3-1,Willy Delajod
12134,310,243,2023/24,34338,2024-01-07,706,Home,2.0,2.0,Draw,-1.0,-1.0,57.0,37571.0,3-4-3,3-4-1-2,Bastien Dechepy
12135,293,243,2024/25,34329,2024-11-22,889,Away,2.0,3.0,Lost,1.0,2.59999990463257,49.0,5800.0,4-3-3,4-2-3-1,Thomas Léonard
12136,338,243,2024/25,39590,2025-03-07,903,Home,1.0,1.0,Draw,0.600000023841858,2.40000009536743,50.0,25614.0,3-4-3,4-2-3-1,Marc Bollengier
12137,289,243,2021/22,39811,2021-11-07,890,Home,0.0,0.0,Draw,0.300000011920929,1.0,43.0,12080.0,4-3-3,4-4-2,Jérémie Pignard
12138,310,243,2024/25,34338,2024-09-01,908,Away,1.0,1.0,Draw,2.20000004768372,1.0,38.0,9030.0,3-4-1-2,4-2-3-1,Willy Delajod
12139,186,243,2020/21,36004,2021-01-09,896,Away,0.0,3.0,Lost,0.699999988079071,2.09999990463257,44.0,-1.0,4-2-3-1,4-4-2,Benoît Bastien
12140,264,243,2020/21,39179,2020-09-27,919,Away,2.0,3.0,Lost,1.5,1.29999995231628,43.0,-1.0,4-1-2-1-2?,4-3-3,Jérémie Pignard
12141,258,243,2022/23,35772,2022-08-13,897,Away,1.0,1.0,Draw,2.09999990463257,1.79999995231628,65.0,8000.0,4-3-3,4-4-2,Jérémie Pignard
12142,244,243,2017/18,39611,2018-01-31,714,Away,0.0,2.0,Lost,-1.0,-1.0,-1.0,6024.0,3-4-1-2,4-4-2,Amaury Delerue
12143,355,243,2024/25,35854,2024-11-01,887,Away,1.0,0.0,Won,0.5,1.39999997615814,37.0,10540.0,4-2-3-1,4-4-2,Abdelatif Kherradji
12144,264,243,2017/18,36686,2017-09-16,920,Away,0.0,3.0,Lost,0.899999976158142,2.5,41.0,8310.0,4-2-3-1,4-4-2,Johan Hamel
12145,258,243,2017/18,39618,2017-12-20,896,Away,1.0,2.0,Lost,1.29999995231628,1.89999997615814,40.0,7542.0,4-1-4-1,4-2-3-1,Benoît Bastien
12146,234,243,2020/21,36527,2020-12-06,890,Home,2.0,1.0,Won,1.29999995231628,0.899999976158142,42.0,-1.0,4-4-2,4-4-2,Jérôme Brisard
12147,186,243,2017/18,36004,2018-02-10,903,Home,0.0,4.0,Lost,0.600000023841858,1.79999995231628,44.0,12759.0,4-1-4-1,4-2-3-1,Thomas Léonard
12148,264,243,2017/18,34142,2018-03-09,907,Home,1.0,3.0,Lost,2.59999990463257,1.10000002384186,58.0,23814.0,4-3-3,4-2-3-1,Antony Gautier
12149,258,243,2021/22,35772,2021-12-22,896,Away,1.0,2.0,Lost,1.39999997615814,1.79999995231628,52.0,5354.0,4-3-3,4-2-3-1,Ruddy Buquet
12150,310,243,2023/24,34338,2024-02-25,901,Home,2.0,3.0,Lost,2.90000009536743,2.29999995231628,60.0,37992.0,3-4-3,4-4-2,François Letexier
12151,186,243,2018/19,36004,2019-03-02,905,Home,2.0,2.0,Draw,1.10000002384186,1.5,37.0,11391.0,4-1-4-1,4-2-3-1,Antony Gautier
12152,264,243,2023/24,37696,2023-08-20,897,Away,0.0,3.0,Lost,0.5,0.899999976158142,44.0,10100.0,3-5-2,3-4-3,Ruddy Buquet
12153,258,243,2020/21,34673,2021-05-16,916,Away,1.0,2.0,Lost,0.400000005960464,1.39999997615814,60.0,-1.0,4-3-3,4-4-2,Benoît Bastien
12154,234,243,2024/25,36451,2024-10-18,922,Away,0.0,0.0,Draw,0.200000002980232,1.20000004768372,48.0,7263.0,4-2-3-1,4-2-3-1,Eric Wattellier
12155,186,243,2017/18,36004,2017-12-02,893,Away,0.0,1.0,Lost,0.800000011920929,0.300000011920929,42.0,6545.0,4-1-4-1,4-2-3-1,Antony Gautier
12156,264,243,2020/21,39179,2021-03-03,906,Home,1.0,0.0,Won,0.899999976158142,0.600000023841858,38.0,-1.0,3-4-1-2,3-4-3,Eric Wattellier
12157,248,243,2018/19,34780,2019-05-24,917,Home,2.0,0.0,Won,1.39999997615814,1.60000002384186,56.0,23356.0,4-3-3,4-2-3-1,Ruddy Buquet
12158,241,243,2023/24,39528,2023-09-30,921,Away,2.0,3.0,Lost,1.0,1.0,54.0,10200.0,4-3-3,3-4-1-2,Benoît Bastien
12159,186,243,2019/20,36004,2020-02-04,901,Away,0.0,1.0,Lost,1.20000004768372,0.300000011920929,56.0,3585.0,4-1-4-1,4-3-1-2,Jeremy Stinat
12160,264,243,2022/23,37696,2023-04-02,907,Away,3.0,4.0,Lost,1.5,1.39999997615814,50.0,5356.0,3-1-4-2,4-4-2,Willy Delajod
12161,251,243,2023/24,36908,2024-03-01,902,Away,0.0,0.0,Draw,1.5,1.60000002384186,68.0,14700.0,4-3-3,4-4-2,Ruddy Buquet
12162,234,243,2024/25,34218,2025-02-22,901,Home,2.0,1.0,Won,1.10000002384186,2.29999995231628,43.0,44177.0,4-4-2,4-2-3-1,Benoît Bastien
12163,186,243,2021/22,36004,2021-12-01,893,Home,1.0,3.0,Lost,1.29999995231628,3.09999990463257,48.0,8267.0,3-5-2,4-2-3-1,Romain Lissorgue
12164,264,243,2022/23,34965,2022-08-06,886,Home,1.0,2.0,Lost,0.800000011920929,2.79999995231628,53.0,25359.0,3-4-1-2,4-2-3-1,François Letexier
12165,260,243,2021/22,39618,2022-04-23,913,Home,1.0,4.0,Lost,1.10000002384186,3.29999995231628,56.0,30018.0,3-4-1-2,4-2-3-1,Bastien Dechepy
12166,244,243,2017/18,39611,2017-09-29,922,Away,1.0,1.0,Draw,1.10000002384186,0.899999976158142,49.0,7053.0,3-4-1-2,4-4-2,Tony Chapron
12167,186,243,2021/22,36004,2022-05-01,914,Away,0.0,2.0,Lost,0.699999988079071,2.59999990463257,56.0,4616.0,3-1-4-2,4-2-3-1,Hakim Ben El Hadj Salem
12168,264,243,2019/20,39179,2020-01-25,899,Away,3.0,1.0,Won,1.10000002384186,1.0,40.0,4800.0,4-1-2-1-2?,4-2-3-1,Eric Wattellier
12169,248,243,2021/22,39626,2022-04-20,912,Away,0.0,1.0,Lost,0.699999988079071,1.70000004768372,52.0,10247.0,4-4-2,4-2-3-1,Benoît Millot
12170,234,243,2022/23,36446,2022-10-23,889,Home,4.0,3.0,Won,2.5,1.10000002384186,59.0,35362.0,4-2-3-1,4-4-2,Willy Delajod
12171,328,243,2022/23,34269,2023-02-01,899,Away,2.0,3.0,Lost,1.39999997615814,1.20000004768372,56.0,3561.0,4-3-3,4-2-2-2,Eric Wattellier
12172,264,243,2019/20,39179,2019-09-01,918,Home,2.0,2.0,Draw,1.5,2.90000009536743,59.0,24556.0,3-4-1-2,3-5-2,Willy Delajod
12173,251,243,2024/25,37521,2024-12-18,893,Away,4.0,2.0,Won,1.79999995231628,2.40000009536743,60.0,12095.0,4-3-3,4-2-3-1,François Letexier
12174,310,243,2020/21,36246,2020-12-16,892,Away,3.0,0.0,Won,1.29999995231628,0.800000011920929,68.0,-1.0,3-4-1-2,4-4-2,Willy Delajod
12175,186,243,2022/23,37982,2023-05-07,913,Home,1.0,2.0,Lost,1.0,2.09999990463257,60.0,9223.0,5-3-2,3-4-3,Jeremy Stinat
12176,268,243,2017/18,36012,2018-02-24,905,Home,3.0,3.0,Draw,1.5,2.20000004768372,46.0,13184.0,4-3-3,4-2-3-1,Benoît Millot
12177,289,243,2023/24,39811,2023-10-07,922,Home,1.0,3.0,Lost,1.5,1.20000004768372,54.0,19000.0,4-3-3,3-4-1-2,Hakim Ben El Hadj Salem
12178,241,243,2019/20,39208,2019-10-30,715,Away,1.0,2.0,Lost,-1.0,-1.0,54.0,9883.0,3-4-1-2,3-4-1-2,Mikael Lesage
12179,293,243,2021/22,36245,2022-05-14,916,Away,2.0,4.0,Lost,1.89999997615814,3.09999990463257,43.0,6000.0,4-3-3,4-2-3-1,Jérôme Brisard
12180,268,243,2019/20,37710,2019-12-04,893,Home,1.0,2.0,Lost,1.79999995231628,4.30000019073486,44.0,13030.0,5-4-1,3-5-2,Willy Delajod
12181,251,243,2020/21,38525,2020-11-20,888,Away,2.0,3.0,Lost,1.89999997615814,3.90000009536743,48.0,-1.0,4-4-2,4-4-1-1,Clément Turpin
12182,241,243,2022/23,39528,2022-11-13,892,Away,3.0,2.0,Won,1.89999997615814,2.0,58.0,10631.0,3-4-3,4-2-3-1,Benoît Bastien
12183,328,243,2022/23,34269,2022-12-28,893,Home,2.0,3.0,Lost,1.29999995231628,1.29999995231628,38.0,16503.0,4-4-1-1,4-4-2,Marc Bollengier
12184,264,243,2018/19,39179,2018-10-20,887,Home,2.0,1.0,Won,0.899999976158142,1.5,47.0,25358.0,5-4-1,4-3-2-1,Nicolas Rainville
12185,289,243,2018/19,37555,2018-11-03,889,Home,1.0,0.0,Won,1.10000002384186,1.0,29.0,16005.0,4-2-3-1,3-4-3,Hakim Ben El Hadj Salem
12186,236,243,2024/25,33697,2024-08-24,897,Home,0.0,2.0,Lost,0.0,2.20000004768372,40.0,54392.0,4-2-3-1,4-2-3-1,
12187,293,243,2019/20,37598,2019-09-28,922,Away,1.0,4.0,Lost,0.5,3.59999990463257,46.0,4576.0,4-2-3-1,3-5-2,Ruddy Buquet
12188,264,243,2024/25,35758,2024-11-09,888,Home,1.0,3.0,Lost,0.600000023841858,3.79999995231628,43.0,19451.0,3-4-3,4-2-3-1,Bastien Dechepy
12189,248,243,2019/20,34780,2020-03-07,906,Home,2.0,1.0,Won,1.70000004768372,1.39999997615814,50.0,21001.0,3-5-2,4-3-1-2,Amaury Delerue
12190,236,243,2024/25,33697,2025-05-10,912,Away,0.0,2.0,Lost,0.400000005960464,1.20000004768372,49.0,13578.0,4-3-1-2,4-4-2,Benoît Bastien
12191,293,243,2022/23,38505,2023-02-19,902,Home,1.0,2.0,Lost,0.899999976158142,1.5,48.0,13203.0,4-1-4-1,4-4-2,Hakim Ben El Hadj Salem
12192,264,243,2021/22,33678,2021-11-28,892,Away,1.0,1.0,Draw,1.0,2.09999990463257,41.0,3478.0,5-3-2,4-2-3-1,Antony Gautier
12193,260,243,2019/20,39203,2020-01-28,704,Away,1.0,0.0,Won,-1.0,-1.0,24.0,3485.0,4-2-3-1,4-3-3,Johan Hamel
12194,241,243,2017/18,34967,2018-01-28,901,Home,2.0,2.0,Draw,2.40000009536743,1.5,54.0,51279.0,4-2-3-1,4-2-3-1,Antony Gautier
12195,293,243,2023/24,34329,2024-04-21,909,Home,0.0,2.0,Lost,0.600000023841858,0.899999976158142,56.0,14856.0,4-2-3-1,4-2-3-1,Ruddy Buquet
12196,264,243,2024/25,35758,2025-04-19,909,Away,0.0,0.0,Draw,0.400000005960464,0.899999976158142,53.0,12825.0,3-5-2,4-2-3-1,Eric Wattellier
12197,248,243,2024/25,38337,2024-10-27,923,Home,2.0,1.0,Won,1.60000002384186,0.5,41.0,29795.0,3-4-3,4-2-3-1,Jérémie Pignard
12198,236,243,2023/24,33697,2023-12-15,893,Away,1.0,0.0,Won,0.699999988079071,1.29999995231628,40.0,6000.0,3-4-3,3-4-3,Ruddy Buquet
12199,351,243,2023/24,34065,2024-02-04,898,Away,1.0,1.0,Draw,0.100000001490116,1.39999997615814,39.0,9047.0,4-3-3,3-5-2,Jérôme Brisard
12200,264,243,2018/19,39179,2019-01-19,899,Away,5.0,1.0,Won,1.5,0.899999976158142,54.0,7298.0,3-5-1-1,3-4-3,François Letexier
12201,260,243,2017/18,39203,2017-12-15,895,Home,0.0,4.0,Lost,0.300000011920929,2.09999990463257,42.0,23107.0,4-2-3-1,4-2-3-1,Amaury Delerue
12202,310,243,2022/23,38993,2022-08-20,908,Away,4.0,1.0,Won,2.5,1.60000002384186,54.0,8700.0,3-4-3,4-4-2,Willy Delajod
12203,251,243,2022/23,37521,2023-02-11,901,Away,1.0,3.0,Lost,0.800000011920929,2.90000009536743,58.0,16500.0,3-5-2,4-2-2-2,Clément Turpin
12204,310,243,2020/21,39736,2021-05-23,917,Home,0.0,0.0,Draw,0.200000002980232,1.5,35.0,-1.0,5-3-2,3-4-3,Jérémie Pignard
12205,289,243,2024/25,39279,2025-01-14,705,Home,1.0,1.0,Draw,-1.0,-1.0,32.0,10665.0,4-2-3-1,4-4-2,Gaël Angoula
12206,236,243,2017/18,37984,2017-10-13,923,Home,3.0,2.0,Won,1.70000004768372,1.70000004768372,60.0,43295.0,4-4-1-1,4-2-3-1,Benoît Bastien
12207,260,243,2021/22,37291,2021-09-22,921,Away,1.0,3.0,Lost,0.400000005960464,1.70000004768372,34.0,3579.0,4-2-3-1,3-4-3,Jérôme Brisard
12208,244,243,2022/23,39281,2022-10-09,887,Home,0.0,2.0,Lost,0.699999988079071,1.20000004768372,50.0,13048.0,4-2-3-1,4-4-2,Benoît Millot
12209,260,243,2018/19,37070,2018-09-28,922,Home,2.0,0.0,Won,1.60000002384186,2.09999990463257,49.0,26486.0,4-2-3-1,3-5-2,Jérôme Brisard
12210,236,243,2018/19,37984,2018-12-16,895,Home,3.0,0.0,Won,2.0,0.100000001490116,74.0,46477.0,3-4-1-2,3-5-1-1,Clément Turpin
12211,289,243,2022/23,39811,2023-03-12,905,Away,1.0,0.0,Won,1.89999997615814,0.899999976158142,51.0,5383.0,4-2-3-1,4-4-2,Thomas Léonard
12212,234,243,2020/21,36527,2021-03-14,907,Away,0.0,0.0,Draw,0.200000002980232,0.600000023841858,37.0,-1.0,4-2-3-1,3-4-3,Stéphanie Frappart
12213,289,243,2022/23,39811,2022-09-18,922,Home,0.0,3.0,Lost,0.600000023841858,1.70000004768372,33.0,10000.0,3-4-1-2,4-4-2,Marc Bollengier
12214,241,243,2023/24,35603,2024-01-27,896,Home,2.0,2.0,Draw,2.40000009536743,0.5,68.0,63029.0,4-3-3,3-4-3,Willy Delajod
12215,364,243,2024/25,35588,2025-05-03,911,Home,1.0,3.0,Lost,0.600000023841858,2.0,59.0,35757.0,4-3-3,4-4-2,Jérôme Brisard
12216,244,243,2022/23,36474,2023-04-30,912,Away,4.0,0.0,Won,1.89999997615814,1.10000002384186,45.0,6069.0,4-2-3-1,4-4-2,Marc Bollengier
12217,289,243,2019/20,33532,2020-02-29,905,Away,1.0,1.0,Draw,1.20000004768372,2.09999990463257,44.0,4237.0,4-2-3-1,4-4-2,Hakim Ben El Hadj Salem
12218,234,243,2019/20,33454,2019-12-17,712,Away,3.0,0.0,Won,-1.0,-1.0,34.0,5384.0,4-2-3-1,4-3-3,Johan Hamel
12219,289,243,2020/21,39811,2020-08-23,886,Away,2.0,2.0,Draw,1.70000004768372,1.79999995231628,25.0,-1.0,4-4-2,4-3-3,François Letexier
12220,236,243,2023/24,33697,2024-04-28,910,Home,3.0,2.0,Won,2.20000004768372,1.70000004768372,47.0,55539.0,4-3-3,4-2-2-2,Bastien Dechepy
12221,245,243,2021/22,33542,2022-01-09,898,Home,0.0,0.0,Draw,0.400000005960464,0.800000011920929,32.0,4133.0,5-3-2,4-2-3-1,Thomas Léonard
12222,234,243,2019/20,36527,2019-12-21,896,Away,1.0,5.0,Lost,0.800000011920929,3.40000009536743,60.0,5388.0,4-2-3-1,5-4-1,Mikael Lesage
12223,258,243,2023/24,39208,2024-04-07,906,Away,0.0,1.0,Lost,1.29999995231628,2.0,48.0,6634.0,4-4-2,4-2-3-1,Stéphanie Frappart
12224,310,243,2021/22,38993,2021-08-21,908,Away,2.0,0.0,Won,0.5,0.300000011920929,29.0,6483.0,3-4-1-2,4-4-1-1,Jérémie Pignard
12225,289,243,2019/20,33532,2019-09-21,920,Home,0.0,0.0,Draw,1.29999995231628,0.600000023841858,46.0,14426.0,4-2-3-1,3-5-2,Olivier Thual
12226,244,243,2017/18,39611,2018-01-13,898,Home,0.0,0.0,Draw,1.0,0.800000011920929,51.0,14643.0,5-4-1,4-2-3-1,Antony Gautier
12227,248,243,2018/19,34780,2019-01-16,894,Away,1.0,1.0,Draw,1.29999995231628,1.0,44.0,11345.0,3-5-2,3-4-3,Benoît Bastien
12228,244,243,2021/22,39281,2021-10-24,888,Away,1.0,3.0,Lost,1.29999995231628,1.29999995231628,36.0,4861.0,4-2-3-1,4-4-2,François Letexier
12229,260,243,2018/19,37070,2019-05-05,914,Away,3.0,2.0,Won,0.699999988079071,2.20000004768372,57.0,9047.0,3-4-1-2,4-2-3-1,Benoît Millot
12230,244,243,2020/21,39611,2020-10-18,921,Away,1.0,1.0,Draw,0.100000001490116,2.20000004768372,20.0,-1.0,3-4-1-2,4-3-3,Hakim Ben El Hadj Salem
12231,258,243,2021/22,35772,2022-04-15,911,Home,2.0,3.0,Lost,2.20000004768372,2.70000004768372,63.0,28336.0,4-2-3-1,4-2-3-1,Stéphanie Frappart
12232,244,243,2024/25,39281,2024-09-28,920,Away,1.0,2.0,Lost,0.899999976158142,3.20000004768372,35.0,13065.0,4-2-3-1,4-2-2-2,Marc Bollengier
12233,258,243,2018/19,34218,2019-01-09,711,Away,1.0,1.0,Draw,-1.0,-1.0,-1.0,6022.0,4-2-3-1,3-4-1-2,Amaury Delerue
12234,236,243,2021/22,36982,2022-02-05,901,Away,0.0,2.0,Lost,1.29999995231628,2.29999995231628,63.0,6550.0,3-4-3,4-1-4-1,Ruddy Buquet
12235,248,243,2021/22,34780,2021-09-19,920,Home,2.0,2.0,Draw,1.70000004768372,2.40000009536743,49.0,-1.0,4-4-2,3-4-3,François Letexier
12236,234,243,2018/19,36527,2019-03-15,907,Home,0.0,1.0,Lost,1.79999995231628,1.60000002384186,65.0,37724.0,4-2-3-1,4-2-3-1,Hakim Ben El Hadj Salem
12237,248,243,2017/18,34780,2018-01-16,899,Away,2.0,2.0,Draw,1.20000004768372,1.60000002384186,55.0,10533.0,4-3-3,4-2-3-1,François Letexier
12238,234,243,2021/22,36527,2021-11-19,891,Away,2.0,2.0,Draw,2.20000004768372,1.10000002384186,46.0,3778.0,4-4-2,4-4-2,Willy Delajod
12239,289,243,2018/19,33532,2019-04-13,911,Away,0.0,0.0,Draw,0.699999988079071,1.89999997615814,44.0,7094.0,4-2-3-1,4-2-3-1,Willy Delajod
12240,244,243,2018/19,39611,2018-12-01,892,Away,2.0,1.0,Won,1.60000002384186,0.699999988079071,53.0,6725.0,3-4-3,4-4-2,Olivier Thual
12241,364,243,2024/25,39811,2024-08-17,886,Away,0.0,1.0,Lost,0.400000005960464,2.0,39.0,14250.0,4-1-4-1,4-4-2,
12242,236,243,2022/23,33697,2022-09-11,921,Away,1.0,2.0,Lost,2.0,1.70000004768372,61.0,7000.0,4-3-3,3-4-3,Clément Turpin
12243,258,243,2017/18,38755,2018-04-04,910,Home,1.0,1.0,Draw,2.09999990463257,1.10000002384186,55.0,17448.0,4-1-4-1,4-4-1-1,Amaury Delerue
12244,236,243,2020/21,37769,2020-10-25,922,Home,4.0,1.0,Won,3.29999995231628,2.0,35.0,-1.0,4-4-1-1,4-3-3,Jérôme Brisard
12245,251,243,2021/22,37521,2021-12-12,895,Home,2.0,0.0,Won,1.60000002384186,0.699999988079071,53.0,41154.0,4-3-3,4-2-3-1,Benoît Bastien
12246,244,243,2019/20,39611,2019-10-05,923,Home,3.0,1.0,Won,3.09999990463257,1.29999995231628,39.0,15532.0,3-4-1-2,3-5-2,François Letexier
12247,289,243,2023/24,39279,2024-01-13,895,Away,3.0,1.0,Won,1.5,1.20000004768372,44.0,4231.0,4-3-3,3-4-3,François Letexier
12248,241,243,2020/21,39208,2020-12-12,891,Home,2.0,1.0,Won,1.29999995231628,1.89999997615814,39.0,-1.0,4-1-2-1-2?,4-4-2,Benoît Millot
12249,245,243,2024/25,38432,2025-02-15,900,Away,1.0,7.0,Lost,1.39999997615814,4.40000009536743,35.0,6080.0,5-3-2,4-2-3-1,Thomas Léonard
12250,241,243,2024/25,36998,2024-12-01,890,Home,2.0,1.0,Won,1.89999997615814,1.0,63.0,64277.0,3-4-3,4-2-3-1,Clément Turpin
12251,251,243,2022/23,37521,2022-08-28,918,Home,1.0,1.0,Draw,2.70000004768372,1.20000004768372,67.0,46000.0,3-4-3,5-3-2,Benoît Bastien
12252,234,243,2022/23,36527,2023-05-14,914,Away,0.0,0.0,Draw,0.899999976158142,0.699999988079071,58.0,6805.0,4-2-3-1,4-2-3-1,Benoît Bastien
12253,245,243,2022/23,33542,2023-04-09,909,Home,2.0,2.0,Draw,1.10000002384186,1.29999995231628,49.0,30050.0,4-2-3-1,4-2-3-1,Clément Turpin
